# Weekly cases of measles in Ontario; Canada; 1939-89,,,,
# Missing data for 1970,,,,
# data taken from file cdi_ca_on__1939-89_wk.xls,,,,
year,month,day,numdate,cases
1974,6,15,1974.454795,114
1974,6,22,1974.473973,125
1974,6,29,1974.493151,200
1974,7,6,1974.512329,55
1974,7,13,1974.531507,176
1974,7,20,1974.550685,41
1974,7,27,1974.569863,15
1974,8,3,1974.589041,8
1974,8,10,1974.608219,25
1974,8,17,1974.627397,11
1974,8,24,1974.646575,3
1974,8,31,1974.665753,6
1974,9,7,1974.684932,19
1974,9,14,1974.70411,6
1974,9,21,1974.723288,7
1974,9,28,1974.742466,30
1974,10,5,1974.761644,36
1974,10,12,1974.780822,22
1974,10,19,1974.8,25
1974,10,26,1974.819178,26
1974,11,2,1974.838356,48
1974,11,9,1974.857534,102
1974,11,16,1974.876712,34
1974,11,23,1974.89589,77
1974,11,30,1974.915068,106
1974,12,7,1974.934247,54
1974,12,14,1974.953425,52
1974,12,21,1974.972603,
1974,12,28,1974.991781,178
1975,1,4,1975.010959,36
1975,1,11,1975.030137,121
1975,1,18,1975.049315,63
1975,1,25,1975.068493,54
1975,2,1,1975.087671,124
1975,2,8,1975.106849,63
1975,2,15,1975.126027,88
1975,2,22,1975.145205,24
1975,3,1,1975.164384,138
1975,3,8,1975.183562,143
1975,3,15,1975.20274,170
1975,3,22,1975.221918,123
1975,3,29,1975.241096,51
1975,4,5,1975.260274,205
1975,4,12,1975.279452,128
1975,4,19,1975.29863,139
1975,4,26,1975.317808,147
1975,5,3,1975.336986,162
1975,5,10,1975.356164,148
1975,5,17,1975.375342,266
1975,5,24,1975.394521,191
1975,5,31,1975.413699,145
1975,6,7,1975.432877,147
1975,6,14,1975.452055,87
1975,6,21,1975.471233,88
1975,6,28,1975.490411,54
1975,7,5,1975.509589,70
1975,7,12,1975.528767,11
1975,7,19,1975.547945,13
1975,7,26,1975.567123,14
1975,8,2,1975.586301,8
1975,8,9,1975.605479,13
1975,8,16,1975.624658,4
1975,8,23,1975.643836,7
1975,8,30,1975.663014,2
1975,9,6,1975.682192,4
1975,9,13,1975.70137,17
1975,9,20,1975.720548,14
1975,9,27,1975.739726,15
1975,10,4,1975.758904,12
1975,10,11,1975.778082,23
1975,10,18,1975.79726,9
1975,10,25,1975.816438,5
1975,11,1,1975.835616,11
1975,11,8,1975.854795,12
1975,11,15,1975.873973,20
1975,11,22,1975.893151,13
1975,11,29,1975.912329,24
1975,12,6,1975.931507,42
1975,12,13,1975.950685,100
1975,12,20,1975.969863,25
1975,12,27,1975.989041,48
1976,1,3,1976.008219,15
1976,1,10,1976.027397,47
1976,1,17,1976.046575,61
1976,1,24,1976.065753,30
1976,1,31,1976.084932,59
1976,2,7,1976.10411,61
1976,2,14,1976.123288,78
1976,2,21,1976.142466,36
1976,2,28,1976.161644,153
1976,3,6,1976.180822,48
1976,3,13,1976.2,128
1976,3,20,1976.219178,38
1976,3,27,1976.238356,35
1976,4,3,1976.257534,30
1976,4,10,1976.276712,93
1976,4,17,1976.29589,49
1976,4,24,1976.315068,47
1976,5,1,1976.334247,21
1976,5,8,1976.353425,106
1976,5,15,1976.372603,52
1976,5,22,1976.391781,59
1976,5,29,1976.410959,38
1976,6,5,1976.430137,72
1976,6,12,1976.449315,30
1976,6,19,1976.468493,88
1976,6,26,1976.487671,19
1976,7,3,1976.506849,49
1976,7,10,1976.526027,32
1976,7,17,1976.545205,9
1976,7,24,1976.564384,16
1976,7,31,1976.583562,8
1976,8,7,1976.60274,10
1976,8,14,1976.621918,5
1976,8,21,1976.641096,11
1976,8,28,1976.660274,12
1976,9,4,1976.679452,3
1976,9,11,1976.69863,5
1976,9,18,1976.717808,4
1976,9,25,1976.736986,4
1976,10,2,1976.756164,9
1976,10,9,1976.775342,21
1976,10,16,1976.794521,14
1976,10,23,1976.813699,8
1976,10,30,1976.832877,12
1976,11,6,1976.852055,14
1976,11,13,1976.871233,28
1976,11,20,1976.890411,21
1976,11,27,1976.909589,28
1976,12,4,1976.928767,28
1976,12,11,1976.947945,21
1976,12,18,1976.967123,21
1976,12,25,1976.986301,11
1977,1,1,1977.00274,8
1977,1,8,1977.021918,88
1977,1,15,1977.041096,29
1977,1,22,1977.060274,29
1977,1,29,1977.079452,70
1977,2,5,1977.09863,64
1977,2,12,1977.117808,73
1977,2,19,1977.136986,71
1977,2,26,1977.156164,92
1977,3,5,1977.175342,98
1977,3,12,1977.194521,110
1977,3,19,1977.213699,101
1977,3,26,1977.232877,93
1977,4,2,1977.252055,115
1977,4,9,1977.271233,59
1977,4,16,1977.290411,128
1977,4,23,1977.309589,136
1977,4,30,1977.328767,227
1977,5,7,1977.347945,48
1977,5,14,1977.367123,171
1977,5,21,1977.386301,135
1977,5,28,1977.405479,234
1977,6,4,1977.424658,338
1977,6,11,1977.443836,129
1977,6,18,1977.463014,215
1977,6,25,1977.482192,144
1977,7,2,1977.50137,223
1977,7,9,1977.520548,104
1977,7,16,1977.539726,91
1977,7,23,1977.558904,35
1977,7,30,1977.578082,38
1977,8,6,1977.59726,22
1977,8,13,1977.616438,18
1977,8,20,1977.635616,19
1977,8,27,1977.654795,10
1977,9,3,1977.673973,11
1977,9,10,1977.693151,8
1977,9,17,1977.712329,12
1977,9,24,1977.731507,5
1977,10,1,1977.750685,14
1977,10,8,1977.769863,3
1977,10,15,1977.789041,15
1977,10,22,1977.808219,13
1977,10,29,1977.827397,8
1977,11,5,1977.846575,16
1977,11,12,1977.865753,28
1977,11,19,1977.884932,16
1977,11,26,1977.90411,75
1977,12,3,1977.923288,15
1977,12,10,1977.942466,73
1977,12,17,1977.961644,52
1977,12,24,1977.980822,7
1977,12,31,1978,18
1978,1,7,1978.019178,25
1978,1,14,1978.038356,60
1978,1,21,1978.057534,32
1978,1,28,1978.076712,6
1978,2,4,1978.09589,17
1978,2,11,1978.115068,112
1978,2,18,1978.134247,100
1978,2,25,1978.153425,91
1978,3,4,1978.172603,107
1978,3,11,1978.191781,128
1978,3,18,1978.210959,27
1978,3,25,1978.230137,113
1978,4,1,1978.249315,27
1978,4,8,1978.268493,293
1978,4,15,1978.287671,147
1978,4,22,1978.306849,22
1978,4,29,1978.326027,143
1978,5,6,1978.345205,165
1978,5,13,1978.364384,128
1978,5,20,1978.383562,67
1978,5,27,1978.40274,154
1978,6,3,1978.421918,61
1978,6,10,1978.441096,73
1978,6,17,1978.460274,108
1978,6,24,1978.479452,55
1978,7,1,1978.49863,35
1978,7,8,1978.517808,54
1978,7,15,1978.536986,24
1978,7,22,1978.556164,28
1978,7,29,1978.575342,1
1978,8,5,1978.594521,21
1978,8,12,1978.613699,9
1978,8,19,1978.632877,18
1978,8,26,1978.652055,12
1978,9,2,1978.671233,7
1978,9,9,1978.690411,11
1978,9,16,1978.709589,8
1978,9,23,1978.728767,7
1978,9,30,1978.747945,6
1978,10,7,1978.767123,14
1978,10,14,1978.786301,14
1978,10,21,1978.805479,8
1978,10,28,1978.824658,30
1978,11,4,1978.843836,33
1978,11,11,1978.863014,10
1978,11,18,1978.882192,25
1978,11,25,1978.90137,10
1978,12,2,1978.920548,44
1978,12,9,1978.939726,27
1978,12,16,1978.958904,66
1978,12,23,1978.978082,15
1978,12,30,1978.99726,30
1979,1,6,1979.016438,21
1979,1,13,1979.035616,42
1979,1,20,1979.054795,76
1979,1,27,1979.073973,65
1979,2,3,1979.093151,38
1979,2,10,1979.112329,177
1979,2,17,1979.131507,121
1979,2,24,1979.150685,94
1979,3,3,1979.169863,67
1979,3,10,1979.189041,212
1979,3,17,1979.208219,135
1979,3,24,1979.227397,146
1979,3,31,1979.246575,95
1979,4,7,1979.265753,118
1979,4,14,1979.284932,218
1979,4,21,1979.30411,321
1979,4,28,1979.323288,243
1979,5,5,1979.342466,453
1979,5,12,1979.361644,381
1979,5,19,1979.380822,279
1979,5,26,1979.4,805
1979,6,2,1979.419178,488
1979,6,9,1979.438356,501
1979,6,16,1979.457534,371
1979,6,23,1979.476712,497
1979,6,30,1979.49589,667
1979,7,7,1979.515068,162
1979,7,14,1979.534247,42
1979,7,21,1979.553425,24
1979,7,28,1979.572603,37
1979,8,4,1979.591781,21
1979,8,11,1979.610959,24
1979,8,18,1979.630137,19
1979,8,25,1979.649315,17
1979,9,1,1979.668493,25
1979,9,8,1979.687671,5
1979,9,15,1979.706849,3
1979,9,22,1979.726027,28
1979,9,29,1979.745205,8
1979,10,6,1979.764384,9
1979,10,13,1979.783562,27
1979,10,20,1979.80274,32
1979,10,27,1979.821918,20
1979,11,3,1979.841096,13
1979,11,10,1979.860274,36
1979,11,17,1979.879452,40
1979,11,24,1979.89863,47
1979,12,1,1979.917808,36
1979,12,8,1979.936986,50
1979,12,15,1979.956164,77
1979,12,22,1979.975342,19
1979,12,29,1979.994521,31
1980,1,5,1980.013699,207
1980,1,12,1980.032877,93
1980,1,19,1980.052055,64
1980,1,26,1980.071233,72
1980,2,2,1980.090411,51
1980,2,9,1980.109589,181
1980,2,16,1980.128767,102
1980,2,23,1980.147945,139
1980,3,1,1980.167123,150
1980,3,8,1980.186301,388
1980,3,15,1980.205479,177
1980,3,22,1980.224658,116
1980,3,29,1980.243836,300
1980,4,5,1980.263014,205
1980,4,12,1980.282192,645
1980,4,19,1980.30137,700
1980,4,26,1980.320548,316
1980,5,3,1980.339726,661
1980,5,10,1980.358904,537
1980,5,17,1980.378082,372
1980,5,24,1980.39726,516
1980,5,31,1980.416438,370
1980,6,7,1980.435616,317
1980,6,14,1980.454795,278
1980,6,21,1980.473973,303
1980,6,28,1980.493151,80
1980,7,5,1980.512329,103
1980,7,12,1980.531507,344
1980,7,19,1980.550685,68
1980,7,26,1980.569863,14
1980,8,2,1980.589041,27
1980,8,9,1980.608219,18
1980,8,16,1980.627397,16
1980,8,23,1980.646575,18
1980,8,30,1980.665753,7
1980,9,6,1980.684932,15
1980,9,13,1980.70411,3
1980,9,20,1980.723288,12
1980,9,27,1980.742466,18
1980,10,4,1980.761644,20
1980,10,11,1980.780822,15
1980,10,18,1980.8,37
1980,10,25,1980.819178,15
1980,11,1,1980.838356,9
1980,11,8,1980.857534,15
1980,11,15,1980.876712,10
1980,11,22,1980.89589,28
1980,11,29,1980.915068,31
1980,12,6,1980.934247,13
1980,12,13,1980.953425,33
1980,12,20,1980.972603,
1980,12,27,1980.991781,24
1981,1,3,1981.008219,17
1981,1,10,1981.027397,18
1981,1,17,1981.046575,14
1981,1,24,1981.065753,31
1981,1,31,1981.084932,17
1981,2,7,1981.10411,41
1981,2,14,1981.123288,16
1981,2,21,1981.142466,23
1981,2,28,1981.161644,24
1981,3,7,1981.180822,39
1981,3,14,1981.2,38
1981,3,21,1981.219178,29
1981,3,28,1981.238356,15
1981,4,4,1981.257534,20
1981,4,11,1981.276712,22
1981,4,18,1981.29589,21
1981,4,25,1981.315068,21
1981,5,2,1981.334247,23
1981,5,9,1981.353425,36
1981,5,16,1981.372603,23
1981,5,23,1981.391781,35
1981,5,30,1981.410959,18
1981,6,6,1981.430137,30
1981,6,13,1981.449315,11
1981,6,20,1981.468493,16
1981,6,27,1981.487671,1
1981,7,4,1981.506849,10
1981,7,11,1981.526027,2
1981,7,18,1981.545205,3
1981,7,25,1981.564384,3
1981,8,1,1981.583562,9
1981,8,8,1981.60274,3
1981,8,15,1981.621918,10
1981,8,22,1981.641096,3
1981,8,29,1981.660274,2
1981,9,5,1981.679452,3
1981,9,12,1981.69863,4
1981,9,19,1981.717808,6
1981,9,26,1981.736986,3
1981,10,3,1981.756164,5
1981,10,10,1981.775342,9
1981,10,17,1981.794521,17
1981,10,24,1981.813699,15
1981,10,31,1981.832877,6
1981,11,7,1981.852055,10
1981,11,14,1981.871233,25
1981,11,21,1981.890411,23
1981,11,28,1981.909589,13
1981,12,5,1981.928767,19
1981,12,12,1981.947945,15
1981,12,19,1981.967123,
1981,12,26,1981.986301,32
1982,1,2,1982.005479,3
1982,1,9,1982.024658,14
1982,1,16,1982.043836,17
1982,1,23,1982.063014,7
1982,1,30,1982.082192,6
1982,2,6,1982.10137,18
1982,2,13,1982.120548,10
1982,2,20,1982.139726,10
1982,2,27,1982.158904,15
1982,3,6,1982.178082,9
1982,3,13,1982.19726,31
1982,3,20,1982.216438,7
1982,3,27,1982.235616,9
1982,4,3,1982.254795,16
1982,4,10,1982.273973,7
1982,4,17,1982.293151,10
1982,4,24,1982.312329,10
1982,5,1,1982.331507,7
1982,5,8,1982.350685,13
1982,5,15,1982.369863,17
1982,5,22,1982.389041,17
1982,5,29,1982.408219,13
1982,6,5,1982.427397,12
1982,6,12,1982.446575,7
1982,6,19,1982.465753,14
1982,6,26,1982.484932,8
1982,7,3,1982.50411,4
1982,7,10,1982.523288,6
1982,7,17,1982.542466,4
1982,7,24,1982.561644,5
1982,7,31,1982.580822,4
1982,8,7,1982.6,8
1982,8,14,1982.619178,1
1982,8,21,1982.638356,1
1982,8,28,1982.657534,5
1982,9,4,1982.676712,4
1982,9,11,1982.69589,3
1982,9,18,1982.715068,5
1982,9,25,1982.734247,7
1982,10,2,1982.753425,5
1982,10,9,1982.772603,4
1982,10,16,1982.791781,7
1982,10,23,1982.810959,5
1982,10,30,1982.830137,11
1982,11,6,1982.849315,5
1982,11,13,1982.868493,16
1982,11,20,1982.887671,10
1982,11,27,1982.906849,7
1982,12,4,1982.926027,21
1982,12,11,1982.945205,13
1982,12,18,1982.964384,12
1982,12,25,1982.983562,18
1983,1,1,1983.00274,6
1983,1,8,1983.021918,7
1983,1,15,1983.041096,4
1983,1,22,1983.060274,15
1983,1,29,1983.079452,10
1983,2,5,1983.09863,6
1983,2,12,1983.117808,9
1983,2,19,1983.136986,14
1983,2,26,1983.156164,10
1983,3,5,1983.175342,17
1983,3,12,1983.194521,7
1983,3,19,1983.213699,6
1983,3,26,1983.232877,7
1983,4,2,1983.252055,7
1983,4,9,1983.271233,9
1983,4,16,1983.290411,13
1983,4,23,1983.309589,3
1983,4,30,1983.328767,12
1983,5,7,1983.347945,13
1983,5,14,1983.367123,13
1983,5,21,1983.386301,6
1983,5,28,1983.405479,18
1983,6,4,1983.424658,7
1983,6,11,1983.443836,12
1983,6,18,1983.463014,13
1983,6,25,1983.482192,4
1983,7,2,1983.50137,11
1983,7,9,1983.520548,4
1983,7,16,1983.539726,1
1983,7,23,1983.558904,5
1983,7,30,1983.578082,1
1983,8,6,1983.59726,3
1983,8,13,1983.616438,4
1983,8,20,1983.635616,7
1983,8,27,1983.654795,1
1983,9,3,1983.673973,4
1983,9,10,1983.693151,6
1983,9,17,1983.712329,3
1983,9,24,1983.731507,3
1983,10,1,1983.750685,6
1983,10,8,1983.769863,1
1983,10,15,1983.789041,9
1983,10,22,1983.808219,5
1983,10,29,1983.827397,9
1983,11,5,1983.846575,2
1983,11,12,1983.865753,20
1983,11,19,1983.884932,26
1983,11,26,1983.90411,8
1983,12,3,1983.923288,11
1983,12,10,1983.942466,32
1983,12,17,1983.961644,41
1983,12,24,1983.980822,13
1983,12,31,1984,91
1984,1,7,1984.019178,15
1984,1,14,1984.038356,22
1984,1,21,1984.057534,9
1984,1,28,1984.076712,11
1984,2,4,1984.09589,47
1984,2,11,1984.115068,45
1984,2,18,1984.134247,33
1984,2,25,1984.153425,45
1984,3,3,1984.172603,55
1984,3,10,1984.191781,95
1984,3,17,1984.210959,29
1984,3,24,1984.230137,47
1984,3,31,1984.249315,80
1984,4,7,1984.268493,55
1984,4,14,1984.287671,47
1984,4,21,1984.306849,75
1984,4,28,1984.326027,71
1984,5,5,1984.345205,53
1984,5,12,1984.364384,76
1984,5,19,1984.383562,53
1984,5,26,1984.40274,48
1984,6,2,1984.421918,50
1984,6,9,1984.441096,41
1984,6,16,1984.460274,36
1984,6,23,1984.479452,14
1984,6,30,1984.49863,17
1984,7,7,1984.517808,35
1984,7,14,1984.536986,9
1984,7,21,1984.556164,10
1984,7,28,1984.575342,13
1984,8,4,1984.594521,4
1984,8,11,1984.613699,11
1984,8,18,1984.632877,8
1984,8,25,1984.652055,3
1984,9,1,1984.671233,
1984,9,8,1984.690411,7
1984,9,15,1984.709589,3
1984,9,22,1984.728767,12
1984,9,29,1984.747945,2
1984,10,6,1984.767123,7
1984,10,13,1984.786301,4
1984,10,20,1984.805479,10
1984,10,27,1984.824658,3
1984,11,3,1984.843836,9
1984,11,10,1984.863014,6
1984,11,17,1984.882192,18
1984,11,24,1984.90137,4
1984,12,1,1984.920548,9
1984,12,8,1984.939726,16
1984,12,15,1984.958904,10
1984,12,22,1984.978082,23
1984,12,29,1984.99726,4
1985,1,5,1985.013699,9
1985,1,12,1985.032877,6
1985,1,19,1985.052055,10
1985,1,26,1985.071233,6
1985,2,2,1985.090411,13
1985,2,9,1985.109589,14
1985,2,16,1985.128767,16
1985,2,23,1985.147945,14
1985,3,2,1985.167123,9
1985,3,9,1985.186301,9
1985,3,16,1985.205479,12
1985,3,23,1985.224658,15
1985,3,30,1985.243836,20
1985,4,6,1985.263014,13
1985,4,13,1985.282192,29
1985,4,20,1985.30137,30
1985,4,27,1985.320548,11
1985,5,4,1985.339726,11
1985,5,11,1985.358904,14
1985,5,18,1985.378082,20
1985,5,25,1985.39726,28
1985,6,1,1985.416438,22
1985,6,8,1985.435616,13
1985,6,15,1985.454795,15
1985,6,22,1985.473973,12
1985,6,29,1985.493151,10
1985,7,6,1985.512329,14
1985,7,13,1985.531507,10
1985,7,20,1985.550685,5
1985,7,27,1985.569863,1
1985,8,3,1985.589041,4
1985,8,10,1985.608219,4
1985,8,17,1985.627397,9
1985,8,24,1985.646575,3
1985,8,31,1985.665753,3
1985,9,7,1985.684932,5
1985,9,14,1985.70411,3
1985,9,21,1985.723288,7
1985,9,28,1985.742466,2
1985,10,5,1985.761644,3
1985,10,12,1985.780822,5
1985,10,19,1985.8,12
1985,10,26,1985.819178,5
1985,11,2,1985.838356,4
1985,11,9,1985.857534,7
1985,11,16,1985.876712,7
1985,11,23,1985.89589,7
1985,11,30,1985.915068,5
1985,12,7,1985.934247,6
1985,12,14,1985.953425,9
1985,12,21,1985.972603,10
1985,12,28,1985.991781,2
1986,1,4,1986.010959,6
1986,1,11,1986.030137,1
1986,1,18,1986.049315,10
1986,1,25,1986.068493,12
1986,2,1,1986.087671,17
1986,2,8,1986.106849,32
1986,2,15,1986.126027,24
1986,2,22,1986.145205,27
1986,3,1,1986.164384,20
1986,3,8,1986.183562,5
1986,3,15,1986.20274,17
1986,3,22,1986.221918,11
1986,3,29,1986.241096,18
1986,4,5,1986.260274,53
1986,4,12,1986.279452,30
1986,4,19,1986.29863,27
1986,4,26,1986.317808,37
1986,5,3,1986.336986,34
1986,5,10,1986.356164,28
1986,5,17,1986.375342,75
1986,5,24,1986.394521,111
1986,5,31,1986.413699,36
1986,6,7,1986.432877,63
1986,6,14,1986.452055,40
1986,6,21,1986.471233,75
1986,6,28,1986.490411,8
1986,7,5,1986.509589,81
1986,7,12,1986.528767,19
1986,7,19,1986.547945,23
1986,7,26,1986.567123,39
1986,8,2,1986.586301,5
1986,8,9,1986.605479,8
1986,8,16,1986.624658,1
1986,8,23,1986.643836,2
1986,8,30,1986.663014,12
1986,9,6,1986.682192,11
1986,9,13,1986.70137,5
1986,9,20,1986.720548,5
1986,9,27,1986.739726,19
1986,10,4,1986.758904,2
1986,10,11,1986.778082,18
1986,10,18,1986.79726,27
1986,10,25,1986.816438,9
1986,11,1,1986.835616,12
1986,11,8,1986.854795,11
1986,11,15,1986.873973,21
1986,11,22,1986.893151,9
1986,11,29,1986.912329,15
1986,12,6,1986.931507,25
1986,12,13,1986.950685,6
1986,12,20,1986.969863,33
1986,12,27,1986.989041,74
1987,1,3,1987.008219,4
1987,1,10,1987.027397,55
1987,1,17,1987.046575,13
1987,1,24,1987.065753,26
1987,1,31,1987.084932,15
1987,2,7,1987.10411,11
1987,2,14,1987.123288,18
1987,2,21,1987.142466,15
1987,2,28,1987.161644,10
1987,3,7,1987.180822,23
1987,3,14,1987.2,8
1987,3,21,1987.219178,10
1987,3,28,1987.238356,22
1987,4,4,1987.257534,13
1987,4,11,1987.276712,16
1987,4,18,1987.29589,4
1987,4,25,1987.315068,6
1987,5,2,1987.334247,17
1987,5,9,1987.353425,8
1987,5,16,1987.372603,22
1987,5,23,1987.391781,16
1987,5,30,1987.410959,7
1987,6,6,1987.430137,19
1987,6,13,1987.449315,33
1987,6,20,1987.468493,18
1987,6,27,1987.487671,7
1987,7,4,1987.506849,10
1987,7,11,1987.526027,13
1987,7,18,1987.545205,
1987,7,25,1987.564384,6
1987,8,1,1987.583562,2
1987,8,8,1987.60274,2
1987,8,15,1987.621918,3
1987,8,22,1987.641096,5
1987,8,29,1987.660274,1
1987,9,5,1987.679452,1
1987,9,12,1987.69863,6
1987,9,19,1987.717808,1
1987,9,26,1987.736986,1
1987,10,3,1987.756164,4
1987,10,10,1987.775342,
1987,10,17,1987.794521,3
1987,10,24,1987.813699,9
1987,10,31,1987.832877,3
1987,11,7,1987.852055,3
1987,11,14,1987.871233,8
1987,11,21,1987.890411,4
1987,11,28,1987.909589,3
1987,12,5,1987.928767,7
1987,12,12,1987.947945,9
1987,12,19,1987.967123,
1987,12,26,1987.986301,5
1988,1,2,1988.005479,5
1988,1,9,1988.024658,8
1988,1,16,1988.043836,9
1988,1,23,1988.063014,8
1988,1,30,1988.082192,1
1988,2,6,1988.10137,4
1988,2,13,1988.120548,4
1988,2,20,1988.139726,13
1988,2,27,1988.158904,11
1988,3,5,1988.178082,5
1988,3,12,1988.19726,7
1988,3,19,1988.216438,9
1988,3,26,1988.235616,2
1988,4,2,1988.254795,2
1988,4,9,1988.273973,12
1988,4,16,1988.293151,4
1988,4,23,1988.312329,10
1988,4,30,1988.331507,3
1988,5,7,1988.350685,14
1988,5,14,1988.369863,3
1988,5,21,1988.389041,9
1988,5,28,1988.408219,15
1988,6,4,1988.427397,2
1988,6,11,1988.446575,11
1988,6,18,1988.465753,6
1988,6,25,1988.484932,4
1988,7,2,1988.50411,9
1988,7,9,1988.523288,4
1988,7,16,1988.542466,14
1988,7,23,1988.561644,5
1988,7,30,1988.580822,1
1988,8,6,1988.6,3
1988,8,13,1988.619178,3
1988,8,20,1988.638356,1
1988,8,27,1988.657534,2
1988,9,3,1988.676712,
1988,9,10,1988.69589,4
1988,9,17,1988.715068,2
1988,9,24,1988.734247,
1988,10,1,1988.753425,5
1988,10,8,1988.772603,3
1988,10,15,1988.791781,2
1988,10,22,1988.810959,1
1988,10,29,1988.830137,8
1988,11,5,1988.849315,1
1988,11,12,1988.868493,9
1988,11,19,1988.887671,2
1988,11,26,1988.906849,2
1988,12,3,1988.926027,3
1988,12,10,1988.945205,12
1988,12,17,1988.964384,3
1988,12,24,1988.983562,
1988,12,31,1989.00274,
1989,1,7,1989.019178,5
1989,1,14,1989.038356,3
1989,1,21,1989.057534,1
1989,1,28,1989.076712,10
1989,2,4,1989.09589,5
1989,2,11,1989.115068,24
1989,2,18,1989.134247,2
1989,2,25,1989.153425,3
1989,3,4,1989.172603,6
1989,3,11,1989.191781,2
1989,3,18,1989.210959,4
1989,3,25,1989.230137,18
1989,4,1,1989.249315,2
1989,4,8,1989.268493,2
1989,4,15,1989.287671,10
1989,4,22,1989.306849,9
1989,4,29,1989.326027,40
1989,5,6,1989.345205,35
1989,5,13,1989.364384,28
1989,5,20,1989.383562,29
1989,5,27,1989.40274,53
1989,6,3,1989.421918,77
1989,6,10,1989.441096,20
1989,6,17,1989.460274,64
1989,6,24,1989.479452,19
1989,7,1,1989.49863,20
1989,7,8,1989.517808,23
1989,7,15,1989.536986,10
1989,7,22,1989.556164,8
1989,7,29,1989.575342,4
1989,8,5,1989.594521,6
1989,8,12,1989.613699,2
1989,8,19,1989.632877,3
1989,8,26,1989.652055,1
1989,9,2,1989.671233,2
1989,9,9,1989.690411,1
1989,9,16,1989.709589,8
1989,9,23,1989.728767,5
1989,9,30,1989.747945,5
1989,10,7,1989.767123,6
1989,10,14,1989.786301,8
1989,10,21,1989.805479,3
1989,10,28,1989.824658,4
1989,11,4,1989.843836,5
1989,11,11,1989.863014,6
1989,11,18,1989.882192,3
1989,11,25,1989.90137,2
1989,12,2,1989.920548,3
1989,12,9,1989.939726,11
1989,12,16,1989.958904,7
1989,12,23,1989.978082,9
1989,12,30,1989.99726,16
